3
2831,3340
3340,3900
3900,4588
4588,4750
4750,5944
5944,7263
7263,7558
7558,7821
7821,7861
7861,8293
8293,9013
9013,9653
9653,9661
9661,9870
6
0,406
435,581
1471,1587
1587,2748
3517,3751
4173,5603
5682,6002
6002,6665
7
225,682
682,1413
1413,1612
1784,2490
2490,2936
3994,4758
4758,5216
5216,5470
5470,6054
8
1687,2503
2511,2850
3668,5228
5888,7043
7988,8869
8869,9187
9187,10632
